Company,Domain,Total Employees,US Employees,Non-US Employees,Non-US Breakdown
Comeback Couture,comebackcouture.dk,1,0,1,Denmark: 1
Coding Shuttle,codingshuttle.com,1,0,1,India: 1
Fondation Magic System,fondationmagicsystem.org,1,0,1,Côte d'Ivoire: 1
The Estée Lauder Companies Inc.,elcompanies.com,1,0,1,United Kingdom: 1
Erasmus MC Datahub,datahub.health,1,0,1,Netherlands: 1
Your Next Move,yournextmove.org,1,0,1,Belgium: 1
CoreStack,corestack.io,1,0,1,India: 1
Aviox Technologies Pvt. Ltd.,avioxtechnologies.com,1,0,1,India: 1
SABIL | سابل,sabil.com.sa,1,0,1,Saudi Arabia: 1
Folium AI,folium.ai,1,0,1,Pakistan: 1
e& UAE,etisalat.ae,1,0,1,Egypt: 1
The International Happiness Bureau,sylviaramirez.com.co,1,0,1,Colombia: 1
Club Peppermint,p3prmnt.com,1,0,1,United Kingdom: 1
"Sharma Leadership International, Inc.",robinsharma.com,1,0,1,Canada: 1
Aditya Birla Chemicals,adityabirlachemicals.com,1,0,1,India: 1
Fosun International,fosun-international.com,1,0,1,China: 1
Bauducco,bauducco.com.br,1,0,1,Brazil: 1
Poliglota,poliglota.org,1,0,1,Mexico: 1
BEWAKOOF,bewakoof.com,1,0,1,India: 1
Ordre des conseillers en ressources humaines agréés,ordrecrha.org,1,0,1,Canada: 1
Blast le souffle de l’info,blast-info.fr,1,0,1,France: 1
Carina Hellmich,carinah.com,1,0,1,Germany: 1
Adani Green Energy Ltd.,adanigreenenergy.com,1,0,1,India: 1
Instituto Coalizão Saúde,icos.org.br,1,0,1,Brazil: 1
SpurSol,spursol.com,1,0,1,Pakistan: 1
أمانة منطقة الرياض,alriyadh.gov.sa,1,0,1,Saudi Arabia: 1
Skilldify Studio,exlyapp.com,1,0,1,India: 1
Showpo,showpo.com,1,0,1,Greater Sydney Area: 1
Techtweek Infotech LLC,techtweekinfotech.com,1,0,1,India: 1
Al Sahel Contracting Company LLC,alsahelcon.com,1,0,1,United Arab Emirates: 1
Space-O Technologies,spaceotechnologies.com,1,0,1,India: 1
Money School,gumroad.com,1,0,1,New York City Metropolitan Area: 1
Mycroft,mycroftinc.com,1,0,1,India: 1
NWC,nwc.com.sa,1,0,1,Saudi Arabia: 1
2S HomeWear,2segypt.com,1,0,1,Egypt: 1
Career Impressions: Executive Resume Writing,careerimpressions.ca,1,0,1,Canada: 1
Markrating Cafe,markratingcafe.com,1,0,1,India: 1
Job Surface,jobsurface.com,1,0,1,India: 1
DMCC (Dubai Multi Commodities Centre),dmcc.ae,1,0,1,دبي الإمارات العربية المتحدة: 1
Diambilay Business Center,diambilaybusinesscenter.org,1,0,1,Canada: 1
Elkhial Cars,united-elkhial.com.eg,1,0,1,Egypt: 1
International Copper Association,internationalcopper.org,1,0,1,India: 1
Zarqa University,zu.edu.jo,1,0,1,Jordan: 1
NTT DATA,nttdata.com,1,0,1,India: 1
NexHealth,nexhealth.com,1,0,1,Nigeria: 1
A&R,ayrasesoriaempresarial.com,1,0,1,Peru: 1
CashWorks AG,elleville.com,1,0,1,Denmark: 1
Rogers Communications,rogers.com,1,0,1,Canada: 1
Marca Personal x10,buff.ly,1,0,1,Chile: 1
Yumatech,yumatech.io,1,0,1,Argentina: 1
Siro Energy,siro.energy,1,0,1,Türkiye: 1
Independent,region7aaa.org,1,0,1,India: 1
Laboratorios Siegfried Peru,siegfried.com.pe,1,0,1,Peru: 1
Digital Height,digitalheight.agency,1,0,1,India: 1
True Pack For Packaging Solutions,true-pack.com,1,0,1,Egypt: 1
Softtrix Tech Solutions Pvt Ltd,softtrix.com,1,0,1,India: 1
NodeSource,nodesource.com,1,0,1,Brazil: 1
Mis Propias Finanzas,hubs.li,1,0,1,Colombia: 1
Shalaby Construction,shalaby.com.eg,1,0,1,Egypt: 1
Arab Tunisian Bank ATB,atb.tn,1,0,1,Tunisia: 1
MagicOasis,equalocean.com,1,0,1,China: 1
TALENTO POSITIVO RH | Consultoría en Atracción & Selección de Capital Humano,talentopositivorh.com.ar,1,0,1,Argentina: 1
Disneyland Paris,disneylandparis.com,1,0,1,France: 1
PT DMC TEKNOLOGI INDONESIA,dmcti.co.id,1,0,1,Indonesia: 1
marthaverse,generali.ch,1,0,1,Switzerland: 1
Molino Cañuelas SACIFIA,molinocanuelas.com,1,0,1,Argentina: 1
The Asian Awards,theasianawards.com,1,0,1,دبي الإمارات العربية المتحدة: 1
Gener8,gener8labs.ai,1,0,1,United Kingdom: 1
Karaca,karaca.com,1,0,1,Türkiye: 1
GH2 Industries (Pvt.) Ltd.,gh2group.com,1,0,1,Pakistan: 1
Archroma,archroma.com,1,0,1,India: 1
Batida Perfeita,dalvacorrea.com.br,1,0,1,Brazil: 1
"PALOMO CONSULTORS, SL",palomo.net,1,0,1,Spain: 1
AlMansoori Specialized Engineering LLC,msegroup.ae,1,0,1,United Arab Emirates: 1
H-Tech Supports,htechsupports.com,1,0,1,Morocco: 1
WOW,wowconcept.com,1,0,1,Spain: 1
Certuma,certuma.ai,1,0,1,Spain: 1
FineX Outsourcing,finexoutsourcing.com,1,0,1,Pakistan: 1
Abu Dhabi Stem Cells Center,adscc.ae,1,0,1,United Arab Emirates: 1
Talaat Moustafa Group,talaatmoustafa.com,1,0,1,Egypt: 1
Easa Saleh Al Gurg Group,algurg.com,1,0,1,United Arab Emirates: 1
Jana Small Finance Bank,janabank.com,1,0,1,India: 1
Bioenergy S.A.S,bioenergy.com.co,1,0,1,Colombia: 1
JOHN HUNT JSC,nguoiphuhop.com,1,0,1,Vietnam: 1
HÁWAR.help,hawar.help,1,0,1,Germany: 1
Ion Exchange (India) Ltd,ionexchangeglobal.com,1,0,1,India: 1
Abenis Consultores,abenis.cl,1,0,1,Chile: 1
TruKKer,trukker.com,1,0,1,United Arab Emirates: 1
Operator Circle,anybotics.com,1,0,1,Switzerland: 1
Você Está Contratado!,voceestacontratado.com,1,0,1,Brazil: 1
Dearin & Associates,dearinassociates.com,1,0,1,Australia: 1
Diageo,diageo.com,1,0,1,India: 1
Freelance,mindstream.news,1,0,1,India: 1
,brp.com,1,0,1,Germany: 1
Rising High,risinghigh.in,1,0,1,India: 1
MITH INTERNATIONAL,mith-international.com,1,0,1,France: 1
Gerdau,gerdau.com.br,1,0,1,Brazil: 1
GoKwik,gokwik.co,1,0,1,India: 1
杉数科技(北京)有限公司,shanshu.ai,1,0,1,China: 1
"Indian Institute of Management, Indore",iimidr.ac.in,1,0,1,India: 1
Grant Thornton INDUS,gtindus.com,1,0,1,India: 1
Future Index,thefutureindex.com,1,0,1,United Kingdom: 1
Sybex Lab (Pvt.) Ltd,sybexlab.com,1,0,1,Pakistan: 1
RNA do Marketing Digital,claudiojuniorrna.com.br,1,0,1,Brazil: 1
Right Health,righthealth.ae,1,0,1,United Arab Emirates: 1
ADSS,adss.com,1,0,1,United Arab Emirates: 1
Bell,bell.ca,1,0,1,Canada: 1
Engineering Contracting Company LLC,eccgroup.ae,1,0,1,United Arab Emirates: 1
"Gig MagnetX, LLC",gigmangnetx.com,1,0,1,Pakistan: 1
Inspire Decisions Consulting,inspiredecisions.com,1,0,1,Nigeria: 1
Mokhena Foundation,mokhenafoundation.org.za,1,0,1,South Africa: 1
Join Talent,jointalent.co.uk,1,0,1,United Kingdom: 1
Rising Brain,risingbrain.org,1,0,1,India: 1
Deutsche Bank,db.com,1,0,1,India: 1
Adconsult,adconsultlatam.com,1,0,1,Peru: 1
SourceIN BPO LLC,sourcein.org,1,0,1,Nigeria: 1
BrainX Technologies,brainxtech.com,1,0,1,Pakistan: 1
"PT Kalbe Farma, Tbk",kalbe.co.id,1,0,1,Indonesia: 1
Tatiana Coach,tatianacoach.com,1,0,1,Peru: 1
pmcbs,pmcbs.com,1,0,1,India: 1
Blunomy,theblunomy.com,1,0,1,France: 1
Slow Content Pvt. Ltd.,gaonconnection.com,1,0,1,India: 1
Global Talent Agency,globaltalentagency.com.au,1,0,1,Zimbabwe: 1
Johnson & Johnson MedTech,jnjmedtech.com,1,0,1,Netherlands: 1
Abdul Latif Jameel,alj.com,1,0,1,القاهرة القاهرة مصر: 1
ManpowerGroup Italia,manpowergroup.it,1,0,1,Italy: 1
Cartier,cartier.com,1,0,1,Switzerland: 1
IMKAN Misr,imkan.eg,1,0,1,Egypt: 1
HOUSE ON THE ROCK,houseontherock.org.ng,1,0,1,Nigeria: 1
Indonesian Chamber of Commerce and Industry (KADIN),s.id,1,0,1,Indonesia: 1
Globant,globant.link,1,0,1,Argentina: 1
Finesse Global,finessedirect.com,1,0,1,United Arab Emirates: 1
Paula Boarin,paulaboarin.com,1,0,1,Brazil: 1
Dream Career University(Sneha Sharma The Coach),dreamcareeruniversity.com,1,0,1,India: 1
ImmersiveTranslate,immersivetranslate.com,1,0,1,China: 1
FIFA,fifa.com,1,0,1,Switzerland: 1
Outliers - Inglês e Carreiras,outliers.com.br,1,0,1,Brazil: 1
Pink Camel Recruitment,pinkcamel.ae,1,0,1,United Arab Emirates: 1
Inspire Selection | Recruitment Agency,inspireselection.com,1,0,1,United Arab Emirates: 1
Mastermind PME internet,lespunksduweb.com,1,0,1,France: 1
AGNEXT,agnext.com,1,0,1,India: 1
Atomberg Technologies,atomberg.com,1,0,1,India: 1
Scalezia,scalezia.co,1,0,1,France: 1
Casino Club S.A.,casino-club.com.ar,1,0,1,Argentina: 1
STRACON,stracon.com,1,0,1,Peru: 1
Encora Inc.,encora.com,1,0,1,Peru: 1
Green-Got,green-got.com,1,0,1,France: 1
Onirius Hospitality Advisors,onirius.com,1,0,1,Mexico: 1
NANCO Group,alnakhlah.com.sa,1,0,1,Saudi Arabia: 1
LAUNCHPAD x My Brand Academy,mybrand.academy,1,0,1,United Kingdom: 1
Randstad Enterprise,randstadenterprise.com,1,0,1,Uruguay: 1
ITC Infotech,itcinfotech.com,1,0,1,India: 1
IndiGo (InterGlobe Aviation Ltd),goindigo.in,1,0,1,India: 1
Procurement Protagonist Ltd,tommillsprocurement.com,1,0,1,United Kingdom: 1
Coca-Cola HBC,coca-colahellenic.com,1,0,1,Egypt: 1
alkalma_holdings,alkalmahealth.com,1,0,1,United Arab Emirates: 1
Ministry of Justice - KSA,moj.gov.sa,1,0,1,Saudi Arabia: 1
"Correduría de Seguros del Principado de Asturias, S.A.",nalza.es,1,0,1,Spain: 1
JPBetbeze.com,jpbetbeze.com,1,0,1,France: 1
Fiera Milano SpA,fieramilano.it,1,0,1,Italy: 1
PROVEN,proven-sa.com,1,0,1,Egypt: 1
THIQAH,thiqah.sa,1,0,1,Egypt: 1
Mori International,mori-intl.net,1,0,1,Saudi Arabia: 1
Bayer,bayer.com,1,0,1,Germany: 1
Subsahara-Afrika Initiative der Deutschen Wirtschaft (SAFRI),safri.de,1,0,1,Deutschland: 1
Taxationhelp.in,taxationhelp.in,1,0,1,India: 1
SEG Contracting,karamenterpriseholding.com,1,0,1,Morocco: 1
Claro Brasil,claro.com.br,1,0,1,Brazil: 1
RamenTaFraise,ramentafraise.com,1,0,1,France: 1
Whizz HR,whizzhr.com,1,0,1,United Arab Emirates: 1
JCH,jch.pe,1,0,1,Peru: 1
Ambev,ambev.com.br,1,0,1,Brazil: 1
DaVita Colombia,davita.com.co,1,0,1,Colombia: 1
Aaj TV,aaj.tv,1,0,1,Pakistan: 1
Bruna Cosenza I Estratégia e Produção de Conteúdo,brunacosenza.com,1,0,1,Brazil: 1
Swiss Chamber of Commerce in The Netherlands (SwissCham NL),swisschamberofcommerce.ch,1,0,1,Germany: 1
Healthcare Denmark,healthcaredenmark.dk,1,0,1,Denmark: 1
RATP Dev Mobility Cairo,mobilitycairo.com,1,0,1,Egypt: 1
Sinohydro Corporation Limited Sucursal del Perú,en.xxx,1,0,1,Peru: 1
Üsküdar University,uskudar.edu.tr,1,0,1,Türkiye: 1
Surplus Magazin,surplusmagazin.de,1,0,1,Germany: 1
SoftRadix Technologies Pvt. Ltd.,softradix.com,1,0,1,India: 1
Eastman,eastman.com,1,0,1,India: 1
المركز الوطني للتنافسية | National Competitiveness Center,ncc.gov.sa,1,0,1,Saudi Arabia: 1
Ministry of Defence of Ukraine,mod.gov.ua,1,0,1,Ukraine: 1
Mindfield Resources,mindfieldresources.com,1,0,1,United Arab Emirates: 1
Rebel Ideas: The Power of Diverse Thinking,matthewsyed.co.uk,1,0,1,United Kingdom: 1
Lucon Consulting Pvt. Ltd.,luconconsulting.com,1,0,1,India: 1
KAIZUNO,kaizuno.com,1,0,1,Belgium: 1
La Page Ruben Taieb,tally.so,1,0,1,France: 1
Hospital Clínico Dra. Eloísa Díaz I. La Florida,hospitallaflorida.cl,1,0,1,Chile: 1
XXL Nutrition,xxlnutrition.com,1,0,1,Netherlands: 1
Skyroot Aerospace,skyroot.in,1,0,1,India: 1
Otara Foundation,otarafoundation.com,1,0,1,Sri Lanka: 1
Quill & Foundry Communications,quillandfoundry.com,1,0,1,Kenya: 1
European Investment Bank (EIB),eib.org,1,0,1,Luxembourg: 1
WebSpero Solutions,webspero.com,1,0,1,India: 1
betterhomes,bhomes.com,1,0,1,United Arab Emirates: 1
Hindustan Zinc,hzlindia.com,1,0,1,India: 1
CaixaBank,caixabank.com,1,0,1,Spain: 1
Banco de Chile,bancochile.cl,1,0,1,Chile: 1
Wanological Solutions,wanologicalsolutions.com,1,0,1,Pakistan: 1
TestGorilla,testgorilla.com,1,0,1,España: 1
Movers Technologies,moverstechnologies.com,1,0,1,India: 1
PT. Sukanda Djaya - Diamond Cold Storage,diamondfoodindonesia.com,1,0,1,Indonesia: 1
Heating Cooling,heatingcooling.com.br,1,0,1,Brazil: 1
Diva Talent Production and Event,divadubai.com,1,0,1,United Arab Emirates: 1
FindYourWay,findyourway.io,1,0,1,France: 1
NEOM,neom.com,1,0,1,Saudi Arabia: 1
Pacific Blue Australia,pacificblue.com.au,1,0,1,Australia: 1
SMT Labs Private Limited,smtlabs.io,1,0,1,India: 1
Opptra,opptra.com,1,0,1,Singapore: 1
Art of Comms online learning platform,artofcomms.com,1,0,1,United Kingdom: 1
Palinuro Capital,palinurocapital.com,1,0,1,Italy: 1
Clustox,clustox.com,1,0,1,Pakistan: 1
Kantar,kantar.com,1,0,1,India: 1
DrNataliaWiechowski.com,drnataliawiechowski.com,1,0,1,United Arab Emirates: 1
Laymoon,laymoon.fr,1,0,1,Morocco: 1
NASSER OVERSEAS CONSULTANTS PRIVATE LIMITED,nassers.org,1,0,1,India: 1
EmiraTalent,emiratalent.com,1,0,1,United Arab Emirates: 1
CSI Global,csicx.com,1,0,1,Egypt: 1
Rocketseat,rocketseat.com.br,1,0,1,Brazil: 1
Digispeak,ispeak.team,1,0,1,Chile: 1
The Quota League,quotaleague.com,1,0,1,Spain: 1
Corporate Finance Institute (CFI),corporatefinanceinstitute.com,1,0,1,Canada: 1
Emirates Hospitals Group,emirateshospital.ae,1,0,1,United Arab Emirates: 1
SPDM - Associação Paulista para o Desenvolvimento da Medicina,spdm.org.br,1,0,1,Brazil: 1
TSP - The Silicon Partners Inc,thesiliconpartners.com,1,0,1,India: 1
Vikram Solar,vikramsolar.com,1,0,1,India: 1
Orange,orange.com,1,0,1,France: 1
Beyti - an Almarai Subsidiary,beytiegypt.com,1,0,1,Egypt: 1
Patronato Pikimachay,pikimachay.org,1,0,1,Peru: 1
Verified,itsverified.io,1,0,1,United Kingdom: 1
Made By James,themadebyjames.com,1,0,1,United Kingdom: 1
Lassie & Edward Zia's Business Networking Community,edwardzia.com,1,0,1,Australia: 1
SimplySmartGifts,simplysmartgifts.nl,1,0,1,Netherlands: 1
Satisfaction Group,satisfactiongroup.com,1,0,1,France: 1
Dr. Reddy's Laboratories,drreddys.com,1,0,1,Switzerland: 1
AlgoZenith,maang.in,1,0,1,India: 1
Cuppy Foundation,cuppyfoundation.org,1,0,1,United Kingdom: 1
Professional Services - Proserv,proserv-eg.com,1,0,1,Egypt: 1
Revista Empleo,revistaempleo.com,1,0,1,Argentina: 1
Metwally Labs,cloudnativebasecamp.com,1,0,1,Egypt: 1
FMO - Dutch entrepreneurial development bank,fmo.nl,1,0,1,Netherlands: 1
Berger Paints Bangladesh Limited,bergerbd.com,1,0,1,Bangladesh: 1
Cortex,cortex-intelligence.com,1,0,1,Brazil: 1
Institut du Cerveau – Paris Brain Institute,institutducerveau.org,1,0,1,France: 1
NI Consulting,niconsulting.com.eg,1,0,1,Egypt: 1
ADNOC Technical Academy,ata.ac.ae,1,0,1,أبو ظبي أبو ظبي الإمارات العربية المتحدة: 1
PT Elnusa Fabrikasi Konstruksi,elnusa-konstruksi.co.id,1,0,1,Indonesia: 1
CNIO - Spanish National Cancer Research Centre,cnio.es,1,0,1,Spain: 1
Atomic Kitchens,atomickitchens.tech,1,0,1,Argentina: 1
Government Expenditure & Projects Efficiency Authority | هيئة كفاءة الإنفاق والمشروعات الحكومية,expro.gov.sa,1,0,1,Saudi Arabia: 1
Instituto de Pesquisas Tecnológicas,ipt.br,1,0,1,Brazil: 1
Mightquite Technology Pvt. Ltd.,mightquite.com,1,0,1,India: 1
Hospital das Clínicas da Faculdade de Medicina da USP,usp.br,1,0,1,Brazil: 1
DOF,dof.com,1,0,1,Brazil: 1
Valcon,valcon.com,1,0,1,United Kingdom: 1
EnDemand IT,endemandit.com,1,0,1,Pakistan: 1
Formación Industrial,formacion-industrial.com,1,0,1,Greater Sevilla Metropolitan Area: 1
The UAE Cabinet,tec.gov.ae,1,0,1,United Arab Emirates: 1
Adelaide University,adelaideuni.edu.au,1,0,1,Australia: 1
Grupo Bios,grupobios.co,1,0,1,Colombia: 1
INK IT Solutions,inkitsolutions.com.au,1,0,1,India: 1
Acuity Analytics,acuityanalytics.com,1,0,1,India: 1
Finnet Media,finnetmedia.com,1,0,1,India: 1
"Pyramid Consulting, Inc",pyramidci.com,1,0,1,India: 1
ASECCSS,aseccss.com,1,0,1,Costa Rica: 1
Indian Administrative Service (IAS) - Government of India,intraias.nic.in,1,0,1,India: 1
Le Temple RH,letemplerh.com,1,0,1,France: 1
Trails of Purpose,trailsofpurpose.com,1,0,1,Greater Phoenix Area: 1
Takamol Holding,takamolholding.com,1,0,1,Saudi Arabia: 1
ibex. Pakistan,talentibex.com,1,0,1,Pakistan: 1
Emirates NBD,emiratesnbd.com,1,0,1,Saudi Arabia: 1
International Cricket Council,icc-cricket.com,1,0,1,India: 1
TALHA GROUP,talhagroup.com,1,0,1,Bangladesh: 1
DJT Corporation & Investments Pvt. Ltd.,djtcorp.in,1,0,1,India: 1
GT Properties,gtpropertiespk.com,1,0,1,Pakistan: 1
Removal Genius,reputationmanagement.cz,1,0,1,Czechia: 1
Grow With Daria,growwithdaria.com,1,0,1,United Arab Emirates: 1
Think Shaw,thinkshaw.com,1,0,1,India: 1
Νέα Δημοκρατία - New Democracy,nd.gr,1,0,1,Greece: 1
Sun Chemical,sunchemical.com,1,0,1,China: 1
DecideFastTM,decidefastbusiness.com,1,0,1,Greater Phoenix Area: 1
Walt Disney Animation Studios,disneyanimation.com,1,0,1,Canada: 1
PT Hasnur Group Indonesia,hasnurgroup.com,1,0,1,Indonesia: 1
John Deere,deere.com,1,0,1,Mexico: 1
Grupo EULEN,eulen.com,1,0,1,Spain: 1
Britannia Industries Limited,britannia.co.in,1,0,1,India: 1
HerTechTrail,hertechtrail.org,1,0,1,Nigeria: 1
Mentoresult,mentoresult.com,1,0,1,India: 1
Mindspace Business Parks,mindspaceindia.com,1,0,1,India: 1
REE Corporation,reecorp.com,1,0,1,Vietnam: 1
Fondation SEPHIS,fondationsephis.org,1,0,1,Côte d'Ivoire: 1
Groupe RMO,rmo-jobcenter.com,1,0,1,Côte d'Ivoire: 1
Because of Marketing,becauseofmarketing.com,1,0,1,United Kingdom: 1
Dream Team,ludovic-girodon.com,1,0,1,France: 1
Sabanci University,sabanciuniv.edu.tr,1,0,1,Türkiye: 1
Assigna,assigna.com.br,1,0,1,Brazil: 1
OTO,tryoto.com,1,0,1,Türkiye: 1
Terafront,hmhospitales.com,1,0,1,Spain: 1
Wärtsilä,wartsila.com,1,0,1,Egypt: 1
Gouvernement luxembourgeois,gouvernement.lu,1,0,1,Luxembourg: 1
Consultora Talento Humano Mariela Ludeña,marielaludena.com,1,0,1,Ecuador: 1
GiaoHangNhanh (GHN),ghn.vn,1,0,1,Vietnam: 1
Eli Lilly and Company,lilly.com,2,1,1,Ireland: 1
Confidential Government Authority,saudi.gov.sa,1,0,1,Saudi Arabia: 1
GFAiR - The Global Forum on Agricultural Research and Innovation,gfair.network,1,0,1,Kenya: 1
NES Fircroft,nesfircroft.com,1,0,1,United Kingdom: 1
CEO der Zukunft,ceo-der-zukunft.de,1,0,1,Germany: 1
Sampark Foundation,samparkfoundation.org,1,0,1,India: 1
Coderbox,thecoderbox.com,1,0,1,India: 1
Bloom! Consulting,bloomconsulting.fr,1,0,1,France: 1
Descon,descon.com,1,0,1,United Arab Emirates: 1
voco Hotels,vocohotels.com,1,0,1,France: 1
HBS Club of the GCC,hbsgcc.org,1,0,1,United Arab Emirates: 1
ALGHURAIR CONTRACTING & ENGINEERING WORKS - AGCEW,agcew.com,1,0,1,United Arab Emirates: 1
Wits Innovation Lab,thewitslab.com,1,0,1,India: 1
Shell,shell.com,1,0,1,United Kingdom: 1
Me Inspiras,meinspiras.com.co,1,0,1,Colombia: 1
The Growth Collective,kohortlearn.com,1,0,1,India: 1
"Yousuf Adil, Chartered Accountants",yousufadil.com,1,0,1,Pakistan: 1
Saudi Binladin Group (SBG),sbg.com.sa,1,0,1,Saudi Arabia: 1
Cemex,cemex.com,1,0,1,Colombia: 1
Atheros,atheros.ai,1,0,1,Czechia: 1
AI for Research,ai-for-research.com,1,0,1,Pakistan: 1
Divyasrishti Digital,divyasrishti.in,1,0,1,India: 1
SBM Offshore,sbmoffshore.com,1,0,1,Brazil: 1
PT.Japfa Comfeed Indonesia,japfacomfeed.co.id,1,0,1,Indonesia: 1
MinData,mindata.es,1,0,1,Argentina: 1
Terna SpA,terna.it,1,0,1,Italy: 1
Objective Personnel,objectivepersonnel.co.za,1,0,1,South Africa: 1
The Minimalist,theminimalist.in,1,0,1,India: 1
Piramal Group,piramal.com,1,0,1,India: 1
Fearless Adventures,fearlessadventures.co.uk,1,0,1,United Kingdom: 1
Confidential Jobs,execthread.com,1,0,1,Pakistan: 1
Hector & Streak Consulting Private Limited,hectorandstreak.com,1,0,1,India: 1
EAE Business School,eae.es,1,0,1,Spain: 1
Riyad Bank,riyadbank.com,1,0,1,Saudi Arabia: 1
CGI,cgi.com,1,0,1,India: 1
Klapital,klapital.com,1,0,1,Germany: 1
RÉSEAU DES PROFESSIONNELS DU CAMEROUN (RP 237),rp237.org,1,0,1,Cameroon: 1
BMO,bmo.com,1,0,1,Canada: 1
Fraser Dove International,fraserdove.com,1,0,1,United Kingdom: 1
Utópika Labs,utopikalabs.com,1,0,1,Spain: 1
QSI Ecuador S.A.,qsi.ec,1,0,1,Ecuador: 1
"Ministry of Finance, Saudi Arabia",mof.gov.sa,1,0,1,Saudi Arabia: 1
yellow.rec,yellow.rec.br,1,0,1,Brazil: 1
Quartus Capital Partners,quartuscap.com,1,0,1,India: 1
DBTEC,dbtec.com.br,1,0,1,Brazil: 1
UNIFLEX GROUP - UNIDADE CATERING,uniflexgroup.com.br,1,0,1,Brazil: 1
LearnXOps,learnxops.com,1,0,1,India: 1
La Région Occitanie / Pyrénées-Méditerranée,laregion.fr,1,0,1,France: 1
Upwork,upwork.com,1,0,1,United Kingdom: 1
LeadSquared,leadsquared.com,1,0,1,India: 1
Learn2Earn NG,learn2earn.ng,1,0,1,Nigeria: 1
,mohp.gov.eg,1,0,1,Lithuania: 1
Supranormal,supranormal.co,1,0,1,France: 1
Italian Tech,italian.tech,1,0,1,Italy: 1
The Global Fund,theglobalfund.org,1,0,1,Switzerland: 1
Septem Systems,septemsystems.com,1,0,1,Pakistan: 1
Groupement Mousquetaires,mousquetaires.com,1,0,1,France: 1
GetHome Properties,gethome.ae,1,0,1,United Arab Emirates: 1
Xclusive Trading Inc,xtimobile.com,1,0,1,Pakistan: 1
HELLENCE,hellence.net,1,0,1,Egypt: 1
La Fisica Che Ci Piace,lafisicachecipiace.com,1,0,1,Italy: 1
GIMBE,gimbe.org,1,0,1,Italy: 1
GROUPE SONASID,sonasid.ma,1,0,1,الدار البيضاء سطات عمالة الدار البيضاء المغرب: 1
iaTECHNE,iatechne.com,1,0,1,Greater Orlando: 1
ZF Group,zf.com,1,0,1,India: 1
Mina Excellence,minaexc.com.sa,1,0,1,Saudi Arabia: 1
NRAI- National Restaurant Association of India,nrai.org,1,0,1,India: 1
Logisticsstudy.com,logisticsstudy.com,1,0,1,India: 1
Mindeo,mindeo.com,1,0,1,Switzerland: 1
Sinergi Performa Cipta,spcgroup.co.id,1,0,1,Indonesia: 1
Laboratorio Elea,elea.com,1,0,1,Argentina: 1
ElevenLabs,elevenlabs.io,1,0,1,United Kingdom: 1
The Soulpreneur,soulpreneur.in,1,0,1,India: 1
Fontecred,fontecred.com.br,1,0,1,Brazil: 1
Curefit,cult.fit,1,0,1,India: 1
Desi QnA,desiqna.in,1,0,1,India: 1
Solano,groupe-solano.fr,1,0,1,Morocco: 1
learn.cantrill.io,cantrill.io,1,0,1,Australia: 1
Catraca Livre,catracalivre.com.br,1,0,1,Brazil: 1
System1,system1group.com,1,0,1,United Kingdom: 1
Groupe COFINA,groupecofina.com,1,0,1,Côte d'Ivoire: 1
Kintec Global Recruitment,kintecglobal.com,1,0,1,Qatar: 1
Make the flip,maketheflip.com,1,0,1,United Kingdom: 1
Einstein Hospital Israelita,einstein.br,1,0,1,Brazil: 1
LinkMinded,typeform.com,1,0,1,New Zealand: 1
Finchling,finchling.com,1,0,1,Spain: 1
Jindal Stainless,jindalstainless.com,1,0,1,India: 1
AW Rostamani Group,awrostamani.com,1,0,1,United Arab Emirates: 1
Bentley Motors,bentleymotors.com,1,0,1,United Kingdom: 1
Pink Pony Creative,pinkponycreative.com,1,0,1,New Zealand: 1
Enky | Furniture Solutions,enky.com,1,0,1,France: 1
Nexmuv Tecnologia,nexmuv.com.br,1,0,1,Brazil: 1
Art of Sell,therichardmoore.com,1,0,1,United Kingdom: 1
MYSAN Management Consulting,mysan.com.sa,1,0,1,الرياض السعودية: 1
Allocation Assist Middle East,allocationassist.com,1,0,1,United Arab Emirates: 1
Finary,finary.com,1,0,1,France: 1
The Growth Square - Personal Branding Agency,thegrowthsquare.in,1,0,1,India: 1
Magna International,magna.com,1,0,1,Mexico: 1
D1 S.A.S,tiendasd1.com,1,0,1,Colombia: 1
McDan Group,mcdangroup.com,1,0,1,Ghana: 1
Nerdin Vagas de TI,nerdin.com.br,1,0,1,Brazil: 1
MELL Recolocação Profissional - Job Hunter,mellcoaching.com.br,1,0,1,Brazil: 1
First Abu Dhabi Bank Misr (FABMISR),fabmisr.com.eg,1,0,1,Egypt: 1
CM Consultoria e Desenvolvimento Humano,crismoutella.com.br,1,0,1,Brazil: 1
BHP,bhp.com,1,0,1,Chile: 1
Excellers Academy,excellersacademy.com,1,0,1,France: 1
The Lending Tree,thelendingtree.ae,1,0,1,United Arab Emirates: 1
ÇiftçiExpress,ciftciexpress.com,1,0,1,Türkiye: 1
Harian Kompas,kompas.id,1,0,1,Indonesia: 1
Bharat Certis AgriScience Ltd.,bharatcertis.com,1,0,1,India: 1
Gulf Craft Group,gulfcraftgroup.com,1,0,1,United Arab Emirates: 1
Fundación Mundial de la Felicidad (España),worldhappiness.foundation,1,0,1,Spain: 1
Legal & General,legalandgeneral.com,1,0,1,United Kingdom: 1
hitschies,hitschler.de,1,0,1,Germany: 1
Masters' Union,mastersunion.org,1,0,1,India: 1
SABIC,sabic.com,1,0,1,Saudi Arabia: 1
